	words	labels	times	sentence_id
106	historycznym	.	 	0
107	w	B	 	0
108	książce	B	 	0
109	obok	B	 	0
110	ułomności	B	 	0
111	merytorycznych	B	 	0
112	i	B	 	0
113	logicznych	,	 	0
114	uderzają	B	 	0
115	także	B	 	0
116	te	B	 	0
117	formalne	.	 	0
118	nie	B	 	0
119	do	B	 	0
120	końca	B	 	0
121	można	B	 	0
122	tym	B	 	0
123	obciążać	B	 	0
124	autorkę	,	 	0
125	gdyż	B	 	0
126	istnieje	B	 	0
127	coś	B	 	0
128	takiego	B	 	0
129	jak	B	 	0
130	redakcja	B	 	0
131	czy	B	 	0
132	korekta	B	 	0
133	wydawnicza	,	 	0
134	których	B	 	0
135	najwyraźniej	B	 	0
136	nie	B	 	0
137	uczyniono	.	 	0
138	w	B	 	0
139	przeciwnym	B	 	0
140	razie	B	 	0
141	opublikowany	B	 	0
142	tekst	,	 	0
143	zwłaszcza	B	 	0
144	w	B	 	0
145	warstwie	B	 	0
146	przypisów	,	 	0
147	nie	B	 	0
148	przypominałby	B	 	0
149	brudnopisu	,	 	0
150	gdzie	B	 	0
151	bez	B	 	0
152	przerwy	B	 	0
153	pojawiają	B	 	0
154	się	B	 	0
155	miejsca	B	 	0
156	niechlujne	B	 	0
157	i	B	 	0
158	błędne	,	 	0
159	niedopowiedzenia	B	 	0
160	oraz	B	 	0
161	niekonsekwencje	.	 	0
162	zaraz	B	 	0
163	na	B	 	0
164	początku	B	 	0
165	uderza	B	 	0
166	brak	B	 	0
167	paginacji	B	 	0
168	w	B	 	0
169	spisie	B	 	0
170	treści	.	 	0
171	niedociągnięcia	B	 	0
172	te	B	 	0
173	obciążają	B	 	0
174	zarówno	B	 	0
175	magdalenę	B	 	0
176	ogórek	,	 	0
177	jak	B	 	0
178	i	B	 	0
179	wydawnictwo	B	 	0
180	waw	B	 	0
181	z	B	 	0
182	raciborza	,	 	0
183	które	B	 	0
184	książkę	B	 	0
185	wydało	B	 	0
186	zapewne	B	 	0
187	w	B	 	0
188	pośpiechu	,	 	0
189	bez	B	 	0
190	należytej	B	 	0
191	staranności	.	 	0
192	ta	B	 	0
193	nieszczęsna	B	 	0
194	forma	B	 	0
195	oddaje	B	 	0
196	poziom	B	 	0
197	treści	,	 	0
198	co	B	 	0
199	w	B	 	0
200	sumie	B	 	0
201	czyni	B	 	0
202	przygnębiające	B	 	0
203	wrażenie	.	 	0
204	autorka	B	 	0
205	omawianej	B	 	0
206	książki	B	 	0
207	zupełnie	B	 	0
208	nie	B	 	0
209	panuje	B	 	0
210	nad	B	 	0
211	tekstem	,	 	0
212	popełnia	B	 	0
213	rażące	B	 	0
214	błędy	B	 	0
215	tak	B	 	0
216	merytoryczne	,	 	0
217	jak	B	 	0
218	i	B	 	0
219	formalne	,	 	0
220	a	B	 	0
221	w	B	 	0
222	wielu	B	 	0
223	miejscach	B	 	0
224	zdaje	B	 	0
225	się	B	 	0
226	nie	B	 	0
227	mieć	B	 	0
228	elementarnej	B	 	0
229	wiedzy	B	 	0
230	na	B	 	0
231	opisywany	B	 	0
232	temat	.	 	0
233	wszystkie	B	 	0
234	rzekomo	?	 	0
235	nowe	B	 	0
236	źródła	?	 	0
237	mające	B	 	0
238	nadać	B	 	0
239	sens	B	 	0
240	tej	B	 	0
241	rozprawie	B	 	0
242	okazują	B	 	0
243	się	B	 	0
244	być	B	 	0
245	znane	,	 	0
246	tylko	B	 	0
247	zostały	B	 	0
248	przez	B	 	0
249	nią	B	 	0
250	błędnie	B	 	0
251	zidentyfikowane	,	 	0
252	natomiast	B	 	0
253	w	B	 	0
254	rozważaniach	B	 	0
255	nie	B	 	0
256	uwzględniono	B	 	0
257	źródeł	B	 	0
258	ogólnie	B	 	0
259	dostępnych	.	 	0
260	wszystko	B	 	0
261	to	B	 	0
262	skłania	B	 	0
263	do	B	 	0
264	konkluzji	,	 	0
265	że	B	 	0
266	pracy	B	 	0
267	tej	B	 	0
268	trudno	B	 	0
269	przyznać	B	 	0
270	wymiar	B	 	0
271	naukowy	B	 	0
272	""""	.	 	0
273	1	B	 	0
274	podpisuj	B	 	0
275	się	.	 	0
276	2	B	 	0
277	chcesz	B	 	0
278	rehabilitować	B	 	0
279	przeciwników	B	 	0
280	beginek	?	 	0
281	czemu	?	 	0
282	zezen	B	 	0
283	naruszenie	B	 	0
284	praw	B	 	0
285	autorskich	?	 	0
286	słowo	B	 	0
287	w	B	 	0
288	słowo	:	 	0
0	fundacja	B	 	1
1	mozilla	B	 	1
2	jest	B	 	1
3	organizacją	B	 	1
4	non	-	 	1
5	profit	B	 	1
6	powstałą	B	 	1
7	15	B	 	1
8	lipca	B	 	1
9	2003	B	 	1
10	roku	.	 	1
11	celem	B	 	1
12	jej	B	 	1
13	jest	B	 	1
14	organizacja	B	 	1
15	prawnego	B	 	1
16	i	B	 	1
17	finansowego	B	 	1
18	projektu	B	 	1
19	mozilla	B	 	1
20	i	B	 	1
21	jego	B	 	1
22	pochodnych	.	 	1
23	podała	B	 	1
24	ona	B	 	1
25	ostatnio	,	 	1
26	że	B	 	1
27	planowane	B	 	1
28	jest	B	 	1
29	wprowadzenie	B	 	1
30	nowej	B	 	1
31	aktualizacji	B	 	1
32	przeglądarki	B	 	1
33	firefox	B	 	1
34	2	B	 	1
35	do	B	 	1
36	wersji	B	 	1
37	2007	B	 	1
38	podano	B	 	1
39	również	B	 	1
40	orientacyjną	B	 	1
41	datę	B	 	1
42	wprowadzenia	B	 	1
43	aktualizacji	B	 	1
44	na	B	 	1
45	14	B	 	1
46	października	B	 	1
47	2007	B	 	1
48	roku	.	 	1
49	ostatnio	B	 	1
50	okazało	B	 	1
51	się	B	 	1
52	również	,	 	1
53	że	B	 	1
54	korzystanie	B	 	1
55	z	B	 	1
56	firefox	B	 	1
57	i	B	 	1
58	quicktime	B	 	1
59	może	B	 	1
60	być	B	 	1
61	niebezpieczne	B	 	1
62	dla	B	 	1
63	użytkowników	B	 	1
64	komputerów	.	 	1
65	błąd	B	 	1
66	związany	B	 	1
67	jest	B	 	1
68	z	B	 	1
69	jest	B	 	1
70	z	B	 	1
71	formatem	B	 	1
72	media	B	 	1
73	link	.	 	1
74	""""	B	 	1
75	w	B	 	1
76	praktyce	B	 	1
77	luka	B	 	1
78	ta	B	 	1
79	pozwala	B	 	1
80	na	B	 	1
81	zrobienie	B	 	1
82	z	B	 	1
83	przeglądarką	B	 	1
84	wszystkiego	,	 	1
85	czego	B	 	1
86	zapragnie	B	 	1
87	napastnik	.	 	1
88	może	B	 	1
89	on	B	 	1
90	doinstalować	B	 	1
91	do	B	 	1
92	niej	B	 	1
93	backdoora	,	 	1
94	a	B	 	1
95	jeśli	B	 	1
96	przeglądarka	B	 	1
97	będzie	B	 	1
98	uruchomiona	B	 	1
99	z	B	 	1
100	przywilejami	B	 	1
101	administratora	-	 	1
102	to	B	 	1
103	także	B	 	1
104	zainstalować	B	 	1
105	w	B	 	1
106	systemie	B	 	1
107	dowolny	B	 	1
108	program	B	 	1
109	""""	-	 	1
110	poinformował	B	 	1
111	petko	B	 	1
112	petkov	B	 	1
113	zajmujący	B	 	1
114	sie	B	 	1
115	testowaniem	B	 	1
116	zabezpieczeń	.	 	1
117	""""	B	 	1
118	wydaje	B	 	1
119	się	,	 	1
120	że	B	 	1
121	jest	B	 	1
122	to	B	 	1
123	bardzo	B	 	1
124	poważna	B	 	1
125	sprawa	.	 	1
126	współpracujemy	B	 	1
127	w	B	 	1
128	tym	B	 	1
129	zakresie	B	 	1
130	z	B	 	1
131	apple	B	 	1
132	i	B	 	1
133	badamy	,	 	1
134	w	B	 	1
135	jakim	B	 	1
136	stopniu	B	 	1
137	problem	B	 	1
138	leży	B	 	1
139	po	B	 	1
140	naszej	B	 	1
141	stronie	B	 	1
142	""""	-	 	1
143	powiedziała	B	 	1
144	window	B	 	1
145	snyder	,	 	1
146	szefowa	B	 	1
147	działu	B	 	1
148	bezpieczeństwa	B	 	1
149	mozilla	B	 	1
150	foundation	.	 	1
151	firma	B	 	1
152	apple	B	 	1
153	wydała	B	 	1
154	oświadczenie	,	 	1
155	w	B	 	1
156	którym	B	 	1
157	poinformowała	,	 	1
158	że	B	 	1
159	problem	B	 	1
160	zostanie	B	 	1
161	niebawem	B	 	1
162	rozwiązany	.	 	1
0	phoenix	B	 	2
1	mars	B	 	2
2	lander	B	 	2
3	przełączył	B	 	2
4	się	B	 	2
5	wczoraj	B	 	2
6	w	B	 	2
7	tryb	B	 	2
8	bezpieczny	B	 	2
9	w	B	 	2
10	reakcji	B	 	2
11	na	B	 	2
12	usterkę	B	 	2
13	elektryczną	B	 	2
14	wywołaną	B	 	2
15	pogarszającymi	B	 	2
16	się	B	 	2
17	warunkami	B	 	2
18	pogodowymi	B	 	2
19	na	B	 	2
20	marsie	.	 	2
21	inżynierowie	B	 	2
22	kierujący	B	 	2
23	misją	B	 	2
24	spodziewali	B	 	2
25	się	B	 	2
26	takiej	B	 	2
27	sytuacji	,	 	2
28	jednak	B	 	2
29	zaskoczył	B	 	2
30	ich	B	 	2
31	fakt	,	 	2
32	że	B	 	2
33	lądownik	B	 	2
34	przełączył	B	 	2
35	się	B	 	2
36	na	B	 	2
37	zapasowy	B	 	2
38	zestaw	B	 	2
39	elektroniki	B	 	2
40	sterującej	B	 	2
41	i	B	 	2
42	wyłączył	B	 	2
43	jeden	B	 	2
44	ze	B	 	2
45	swoich	B	 	2
46	akumulatorów	.	 	2
47	w	B	 	2
48	trybie	B	 	2
49	bezpiecznym	B	 	2
50	lądownik	B	 	2
51	zaprzestał	B	 	2
52	prowadzenia	B	 	2
53	czynności	B	 	2
54	nie	B	 	2
55	potrzebnych	B	 	2
56	do	B	 	2
57	podtrzymania	B	 	2
58	misji	B	 	2
59	i	B	 	2
60	przeszedł	B	 	2
61	w	B	 	2
62	stan	B	 	2
63	oczekiwania	B	 	2
64	na	B	 	2
65	dalsze	B	 	2
66	rozkazy	B	 	2
67	z	B	 	2
68	ziemi	.	 	2
69	w	B	 	2
70	kilka	B	 	2
71	godzin	B	 	2
72	po	B	 	2
73	otrzymaniu	B	 	2
74	informacji	B	 	2
75	o	B	 	2
76	anomalii	,	 	2
77	obsługa	B	 	2
78	misji	B	 	2
79	wysłała	B	 	2
80	na	B	 	2
81	statek	B	 	2
82	komendę	B	 	2
83	zrestartowania	B	 	2
84	ładowarki	B	 	2
85	akumulatora	.	 	2
86	prawdopodobnie	B	 	2
87	nie	B	 	2
88	stracono	B	 	2
89	żadnej	B	 	2
90	energii	.	 	2
91	warunki	B	 	2
92	pogodowe	B	 	2
93	na	B	 	2
94	północnym	B	 	2
95	biegunie	B	 	2
96	marsa	B	 	2
97	pogorszyły	B	 	2
98	się	B	 	2
99	w	B	 	2
100	ostatnich	B	 	2
101	dniach	.	 	2
102	w	B	 	2
103	nocy	B	 	2
104	temperatura	B	 	2
105	spada	B	 	2
106	do	-	 	2
107	96c	B	 	2
108	a	B	 	2
109	w	B	 	2
110	dzień	B	 	2
111	do	-	 	2
112	45c	B	 	2
113	najniższej	B	 	2
114	odnotowanej	B	 	2
115	w	B	 	2
116	czasie	B	 	2
117	trwania	B	 	2
118	misji	.	 	2
119	we	B	 	2
120	wtorek	,	 	2
121	niskie	B	 	2
122	temperatury	B	 	2
123	zmusiły	B	 	2
124	obsługę	B	 	2
125	do	B	 	2
126	włączenia	B	 	2
127	grzejników	B	 	2
128	lądownika	,	 	2
129	uszczuplając	B	 	2
130	zapasy	B	 	2
131	energii	.	 	2
132	przez	B	 	2
133	region	B	 	2
134	na	B	 	2
135	którym	B	 	2
136	wylądował	B	 	2
137	robot	B	 	2
138	przechodzą	B	 	2
139	też	B	 	2
140	umiarkowanej	B	 	2
141	siły	B	 	2
142	burze	B	 	2
143	piaskowe	B	 	2
144	i	B	 	2
145	chmury	,	 	2
146	co	B	 	2
147	dodatkowo	B	 	2
148	zmniejsza	B	 	2
149	ilość	B	 	2
150	energii	B	 	2
151	słonecznej	B	 	2
152	zasilającej	B	 	2
153	statek	.	 	2
154	przez	B	 	2
155	najbliższe	B	 	2
156	kilka	B	 	2
157	dni	B	 	2
158	nie	B	 	2
159	będą	B	 	2
160	prowadzone	B	 	2
161	badania	B	 	2
162	naukowe	,	 	2
163	aby	B	 	2
164	statek	B	 	2
165	mógł	B	 	2
166	odzyskać	B	 	2
167	i	B	 	2
168	zgromadzić	B	 	2
169	na	B	 	2
170	nowo	B	 	2
171	zapas	B	 	2
172	energii	B	 	2
173	elektrycznej	.	 	2
174	próby	B	 	2
175	przywrócenia	B	 	2
176	normalnego	B	 	2
177	działania	B	 	2
178	statku	B	 	2
179	zostaną	B	 	2
180	podjęte	B	 	2
181	dopiero	B	 	2
182	w	B	 	2
183	weekend	.	 	2
184	""""	B	 	2
185	to	B	 	2
186	niebezpieczny	B	 	2
187	czas	B	 	2
188	dla	B	 	2
189	phoenixa	B	 	2
190	""""	,	 	2
191	powiedział	B	 	2
192	menadżer	B	 	2
193	projektu	,	 	2
194	barry	B	 	2
195	goldstein	.	 	2
196	""""	B	 	2
197	jesteśmy	B	 	2
198	w	B	 	2
199	trakcie	B	 	2
200	bonusowej	B	 	2
201	rundy	B	 	2
202	misji	B	 	2
203	i	B	 	2
204	jesteśmy	B	 	2
205	świadomi	,	 	2
206	że	B	 	2
207	jej	B	 	2
208	kres	B	 	2
209	może	B	 	2
210	nadejść	B	 	2
211	w	B	 	2
212	każdej	B	 	2
213	chwili	.	 	2
214	zespół	B	 	2
215	misji	B	 	2
216	stara	B	 	2
217	się	B	 	2
218	jak	B	 	2
219	może	,	 	2
220	by	B	 	2
221	zachować	B	 	2
222	statek	B	 	2
223	przy	B	 	2
224	życiu	B	 	2
225	i	B	 	2
226	zbierać	B	 	2
227	dane	B	 	2
228	naukowe	,	 	2
229	ale	B	 	2
230	na	B	 	2
231	tym	B	 	2
232	etapie	B	 	2
233	jej	B	 	2
234	trwanie	B	 	2
235	zależy	B	 	2
236	od	B	 	2
237	czynników	B	 	2
238	poza	B	 	2
239	naszą	B	 	2
240	kontrolą	,	 	2
241	jak	B	 	2
242	pogoda	B	 	2
243	czy	B	 	2
244	temperatura	B	 	2
245	na	B	 	2
246	marsie	B	 	2
247	""""	.	 	2
248	łączność	B	 	2
249	ze	B	 	2
250	statkiem	B	 	2
251	pozostaje	B	 	2
252	niezakłócona	,	 	2
253	jednak	B	 	2
254	obsługa	B	 	2
255	zdecydowała	B	 	2
256	się	B	 	2
257	odwołać	B	 	2
258	środową	B	 	2
259	poranną	B	 	2
260	sesję	B	 	2
261	komunikacyjną	,	 	2
262	aby	B	 	2
263	nie	B	 	2
264	zużywać	B	 	2
265	niepotrzebnie	B	 	2
266	energii	.	 	2
0	boże	B	 	3
1	widzisz	B	 	3
2	takie	B	 	3
3	hasło	B	 	3
4	i	B	 	3
5	nie	B	 	3
6	grzmisz	?	 	3
7	gdzie	B	 	3
8	moderator	?	 	3
9	taki	B	 	3
10	tekst	B	 	3
11	nie	B	 	3
12	powinien	B	 	3
13	się	B	 	3
14	gdziekolwiek	B	 	3
15	ukazywać	,	 	3
16	jest	B	 	3
17	straszny	B	 	3
18	pod	B	 	3
19	każdym	B	 	3
20	względem	-	 	3
21	od	B	 	3
22	sensu	B	 	3
23	i	B	 	3
24	stylu	,	 	3
25	przez	B	 	3
26	interpunkcję	B	 	3
27	i	B	 	3
28	logikę	,	 	3
29	po	B	 	3
30	merytorykę	B	 	3
31	i	B	 	3
32	przedstawienie	B	 	3
33	faktów	.	 	3
34	wstyd	!	 	3
35	jaki	B	 	3
36	moderator	?	 	3
37	to	B	 	3
38	wikipedia	,	 	3
39	tu	B	 	3
40	nie	B	 	3
41	było	,	 	3
42	nie	B	 	3
43	ma	B	 	3
44	i	B	 	3
45	nie	B	 	3
46	będzie	B	 	3
47	żadnych	B	 	3
48	moderatorów	.	 	3
49	wikipedia	B	 	3
50	działa	B	 	3
51	tak	:	 	3
52	widzisz	B	 	3
53	błąd	,	 	3
54	to	B	 	3
55	klikasz	B	 	3
56	""""	B	 	3
57	edytuj	B	 	3
58	""""	B	 	3
59	i	B	 	3
60	go	B	 	3
61	poprawiasz	.	 	3
62	jeśli	B	 	3
63	widziałeś	B	 	3
64	błąd	B	 	3
65	i	B	 	3
66	go	B	 	3
67	nie	B	 	3
68	poprawiłeś	,	 	3
69	to	B	 	3
70	od	B	 	3
71	tej	B	 	3
72	pory	B	 	3
73	jest	B	 	3
74	to	B	 	3
75	twoja	B	 	3
76	wina	.	 	3
77	no	B	 	3
78	jak	B	 	3
79	mogłeś	!	 	3
80	to	B	 	3
81	ty	B	 	3
82	wstydź	B	 	3
83	się	!	 	3
84	z	B	 	3
85	wikipedia	:	 	3
86	zgłoś	B	 	3
87	błąd	B	 	3
88	w	B	 	3
89	artykule	B	 	3
90	zgłoszenie	B	 	3
91	zostało	B	 	3
92	przeniesione	B	 	3
93	z	B	 	3
94	wikipedia	:	 	3
95	zgłoś	B	 	3
96	błąd	B	 	3
97	w	B	 	3
98	artykule	B	 	3
99	ponieważ	B	 	3
100	prawdopodobnie	B	 	3
101	nie	B	 	3
102	zostało	B	 	3
103	rozwiązane	B	 	3
104	w	B	 	3
105	ciągu	B	 	3
106	45	B	 	3
107	dni	.	 	3
108	witam	,	 	3
109	podana	B	 	3
110	jest	B	 	3
111	błędna	B	 	3
112	nazwa	B	 	3
113	zespołu	,	 	3
114	poprawna	:	 	3
115	processs	,	 	3
116	w	B	 	3
117	kwietniu	B	 	3
118	ukarze	B	 	3
119	się	B	 	3
120	podwójny	B	 	3
121	album	B	 	3
122	zespołu	B	 	3
123	z	B	 	3
124	nagraniemi	B	 	3
125	z	B	 	3
126	lat	B	 	3
127	'84	-	 	3
128	86	B	 	3
129	i	B	 	3
130	2010	-	 	3
131	12	B	 	3
132	prosze	B	 	3
133	o	B	 	3
134	poprawe	B	 	3
135	nazwy	!	 	3
136	zgłasza	:	 	3
137	marek	B	 	3
138	niewiarowski	-	 	3
139	zimazima	.	 	3
140	slask	.	 	3
141	pl	B	 	3
142	91	B	 	3
143	123	B	 	3
144	222	B	 	3
145	43	B	 	3
146	w	B	 	3
147	artykule	B	 	3
148	brak	B	 	3
149	źródeł	B	 	3
150	trudno	B	 	3
151	więc	B	 	3
152	cokolwiek	B	 	3
153	zweryfikować	,	 	3
154	proszę	B	 	3
155	więc	B	 	3
156	przede	B	 	3
157	wszystkim	B	 	3
158	uzupełnić	B	 	3
159	hasło	B	 	3
160	wiarygodnymi	B	 	3
161	źródłami	-	 	3
162	john	B	 	3
163	belushi	B	 	3
164	komentarz	B	 	3
165	tutaj	B	 	3
166	druga	B	 	3
167	strona	B	 	3
168	okładki	B	 	3
169	winyla	-	 	3
170	jest	B	 	3
171	przez	B	 	3
172	trzy	B	 	3
173	""""	B	 	3
174	s	B	 	3
175	""""	,	 	3
176	jak	B	 	3
177	pisze	B	 	3
178	zgłaszający	.	 	3
179	który	B	 	3
180	notabene	B	 	3
181	też	B	 	3
182	powinien	B	 	3
183	popracować	B	 	3
184	nad	B	 	3
185	pisownią	.	 	3
186	płyty	B	 	3
187	różnych	B	 	3
188	zespołów	,	 	3
189	na	B	 	3
190	których	B	 	3
191	płytach	B	 	3
192	są	B	 	3
193	różne	B	 	3
194	błędy	:	 	3
195	pomylone	B	 	3
196	tytuły	,	 	3
197	pomylone	B	 	3
198	nazwiska	B	 	3
199	i	B	 	3
200	imiona	B	 	3
201	muzyków	.	 	3
202	w	B	 	3
203	tym	B	 	3
204	artykule	B	 	3
205	nie	B	 	3
206	ma	B	 	3
207	żadnego	B	 	3
208	źródła	,	 	3
209	stąd	B	 	3
210	należy	B	 	3
211	uźródłowić	B	 	3
212	w	B	 	3
213	ogóle	B	 	3
214	całą	B	 	3
215	treść	B	 	3
216	artykułu	-	 	3
217	john	B	 	3
218	belushi	B	 	3
219	komentarztymczasem	B	 	3
220	tutaj	B	 	3
221	jest	B	 	3
222	przez	B	 	3
223	dwa	.	 	3
224	jednak	B	 	3
225	na	B	 	3
226	facebooku	B	 	3
227	oraz	B	 	3
228	youtube	,	 	3
229	w	B	 	3
230	lastfm	B	 	3
231	a	B	 	3
232	także	B	 	3
233	na	B	 	3
234	kasecie	B	 	3
235	jest	B	 	3
236	przez	B	 	3
237	trzy	.	 	3
0	39	B	 	4
1	letni	,	 	4
2	szkocki	B	 	4
3	rajdowiec	,	 	4
4	colin	B	 	4
5	mcrae	,	 	4
6	prawdopodobnie	B	 	4
7	zginął	B	 	4
8	w	B	 	4
9	katastrofie	B	 	4
10	helikoptera	B	 	4
11	squirrel	,	 	4
12	którym	B	 	4
13	leciał	B	 	4
14	wraz	B	 	4
15	ze	B	 	4
16	swoim	B	 	4
17	pięcioletnim	B	 	4
18	synem	B	 	4
19	johnnym	-	 	4
20	poinformował	B	 	4
21	brytyjski	B	 	4
22	daily	B	 	4
23	mail	.	 	4
24	katastrofa	B	 	4
25	miała	B	 	4
26	miejsce	B	 	4
27	15	B	 	4
28	września	B	 	4
29	2007	B	 	4
30	roku	B	 	4
31	około	B	 	4
32	godziny	B	 	4
33	18	:	 	4
34	00	B	 	4
35	czasu	B	 	4
36	polskiego	,	 	4
37	kilometr	B	 	4
38	na	B	 	4
39	północ	B	 	4
40	od	B	 	4
41	szkockiego	B	 	4
42	miasteczka	B	 	4
43	lanark	.	 	4
44	panowały	B	 	4
45	niesprzyjające	B	 	4
46	warunki	B	 	4
47	atmosferyczne	.	 	4
48	nikt	B	 	4
49	z	B	 	4
50	załogi	B	 	4
51	nie	B	 	4
52	przeżył	.	 	4
53	nie	B	 	4
54	wiadomo	B	 	4
55	kto	B	 	4
56	dokładnie	B	 	4
57	znajdował	B	 	4
58	się	B	 	4
59	na	B	 	4
60	pokładzie	B	 	4
61	maszyny	,	 	4
62	jednak	B	 	4
63	wiadomości	B	 	4
64	z	B	 	4
65	kilku	B	 	4
66	źródeł	B	 	4
67	potwierdzają	,	 	4
68	że	B	 	4
69	wśród	B	 	4
70	załogi	B	 	4
71	był	B	 	4
72	colin	B	 	4
73	mcrae	.	 	4
74	identyfikacja	B	 	4
75	zwłok	B	 	4
76	ma	B	 	4
77	odbyć	B	 	4
78	się	B	 	4
79	dzisiaj	.	 	4
80	informacje	B	 	4
81	o	B	 	4
82	tym	,	 	4
83	że	B	 	4
84	rajdowiec	B	 	4
85	znajdował	B	 	4
86	sie	B	 	4
87	na	B	 	4
88	pokładzie	,	 	4
89	podał	B	 	4
90	serwis	B	 	4
91	motorsport	-	 	4
92	total	.	 	4
93	com	-	 	4
94	oraz	B	 	4
95	skynews	,	 	4
96	który	B	 	4
97	powoływał	B	 	4
98	sie	B	 	4
99	na	B	 	4
100	żonę	B	 	4
101	colina	-	 	4
102	alison	.	 	4
103	times	B	 	4
104	powołując	B	 	4
105	sie	B	 	4
106	na	B	 	4
107	agenta	B	 	4
108	kierowcy	B	 	4
109	napisał	,	 	4
110	że	B	 	4
111	mcrae	B	 	4
112	pilotował	B	 	4
113	śmigłowiec	.	 	4
114	air	B	 	4
115	accidents	B	 	4
116	investigation	B	 	4
117	branch	B	 	4
118	poinformował	,	 	4
119	że	B	 	4
120	na	B	 	4
121	pokładzie	B	 	4
122	helikoptera	B	 	4
123	znajdowały	B	 	4
124	się	B	 	4
125	dwie	B	 	4
126	osoby	.	 	4
127	jednak	B	 	4
128	policja	B	 	4
129	ze	B	 	4
130	względu	B	 	4
131	na	B	 	4
132	zniszczenia	B	 	4
133	nie	B	 	4
134	podała	B	 	4
135	żadnych	B	 	4
136	informacji	B	 	4
137	dotyczących	B	 	4
138	liczby	B	 	4
139	pasażerów	B	 	4
140	maszyny	.	 	4
141	jak	B	 	4
142	podało	B	 	4
143	skynews	,	 	4
144	helikopter	B	 	4
145	był	B	 	4
146	zarejestrowany	B	 	4
147	na	B	 	4
148	colina	B	 	4
149	mcrae	,	 	4
150	który	B	 	4
151	posiadał	B	 	4
152	licencję	B	 	4
153	pilota	.	 	4
154	""""	B	 	4
155	dotychczas	B	 	4
156	nie	B	 	4
157	udało	B	 	4
158	nam	B	 	4
159	się	B	 	4
160	ustalić	B	 	4
161	żadnych	B	 	4
162	szczegółów	.	 	4
163	wszelkie	B	 	4
164	informacje	B	 	4
165	dotyczące	B	 	4
166	śmierci	B	 	4
167	colina	B	 	4
168	to	B	 	4
169	czyste	B	 	4
170	spekulacje	.	 	4
171	czekam	B	 	4
172	na	B	 	4
173	możliwości	B	 	4
174	porozumienia	B	 	4
175	się	B	 	4
176	z	B	 	4
177	rodziną	B	 	4
178	colina	,	 	4
179	aby	B	 	4
180	dowiedzieć	B	 	4
181	się	B	 	4
182	co	B	 	4
183	właściwie	B	 	4
184	się	B	 	4
185	wydarzyło	B	 	4
186	""""	-	 	4
187	powiedział	B	 	4
188	campbell	B	 	4
189	roy	,	 	4
190	jeden	B	 	4
191	z	B	 	4
192	członków	B	 	4
193	zespołu	B	 	4
194	mcrae	.	 	4
0	lider	B	 	5
1	pucharu	B	 	5
2	świata	B	 	5
3	fin	B	 	5
4	janne	B	 	5
5	ahonen	B	 	5
6	wywalczył	B	 	5
7	złoty	B	 	5
